"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","target","p_val_bh"
"337","TGME49-310270",0.0353767472136437,-0.0638011708672962,0.146,0.214,1,"MYR1",0.685565082532207
"338","TGME49-308950",0.0355242692860112,-0.0976411776837868,0.479,0.572,1,"MYR1",0.685565082532207
"339","TGME49-202590",0.0355816625317407,-0.0726147503470893,0.186,0.258,1,"MYR1",0.685565082532207
"340","TGME49-226270",0.0356573547592092,-0.0926255838557722,0.524,0.642,1,"MYR1",0.685565082532207
"341","TGME49-254370",0.0359254811688216,-0.0809861205094838,0.296,0.38,1,"MYR1",0.688694634605826
"342","TGME49-223020",0.0362687509128176,-0.0687095391329888,0.327,0.424,1,"MYR1",0.690219012743747
"343","TGME49-269720",0.0362866274841946,-0.0657083343665914,0.101,0.157,1,"MYR1",0.690219012743747
"344","TGME49-271090",0.0363217592754855,0.0374103025276804,0.065,0.026,1,"MYR1",0.690219012743747
"345","TGME49-202380",0.0372655601720937,0.0776424046451855,0.794,0.755,1,"MYR1",0.698059225057435
"346","TGME49-267690",0.0372759150963412,0.0721197171211058,0.245,0.175,1,"MYR1",0.698059225057435
"347","TGME49-229790",0.0374140156702371,-0.0538962902878169,0.082,0.135,1,"MYR1",0.698059225057435
"348","TGME49-305620",0.0375527603004677,-0.0540476785416749,0.079,0.131,1,"MYR1",0.698059225057435
"349","TGME49-270520",0.0375948437613845,-0.052644283385074,0.958,0.965,1,"MYR1",0.698059225057435
"350","TGME49-318525",0.0377909639131587,0.0274553842973829,0.037,0.009,1,"MYR1",0.698059225057435
"351","TGME49-291940",0.0377925006352443,-0.0788148973006945,0.287,0.376,1,"MYR1",0.698059225057435
"352","TGME49-217350",0.0379538014620673,-0.0714855558384575,0.172,0.24,1,"MYR1",0.698059225057435
"353","TGME49-205540",0.0381166841491376,-0.0701311554165191,0.206,0.279,1,"MYR1",0.698059225057435
"354","TGME49-235550",0.0381786040245584,-0.0480087631591775,0.104,0.166,1,"MYR1",0.698059225057435
"355","TGME49-294770",0.0383399788337431,-0.0835050351136656,0.428,0.52,1,"MYR1",0.698059225057435
"356","TGME49-259690",0.0383554660927303,-0.0404140399809323,0.045,0.087,1,"MYR1",0.698059225057435
"357","TGME49-248510",0.0383554660927303,-0.0404140399809323,0.045,0.087,1,"MYR1",0.698059225057435
"358","TGME49-203362",0.0383641819456644,-0.0650190832722254,0.299,0.402,1,"MYR1",0.698059225057435
"359","TGME49-289730",0.0384009384550085,-0.0813531427549523,0.372,0.459,1,"MYR1",0.698059225057435
"360","TGME49-244230",0.0384429128072015,-0.0656845180095458,0.177,0.249,1,"MYR1",0.698059225057435
"361","TGME49-244440",0.0387952168964498,-0.0849879705606273,0.806,0.817,1,"MYR1",0.70210217971038
"362","TGME49-260670",0.0390361550087829,0.0385093671909917,0.07,0.031,1,"MYR1",0.70210217971038
"363","TGME49-223262",0.0390361550087829,0.0385093671909917,0.07,0.031,1,"MYR1",0.70210217971038
"364","TGME49-205500",0.0390951802684072,-0.0750962566318922,0.803,0.865,1,"MYR1",0.70210217971038
"365","TGME49-216910",0.0392233437539672,-0.0851596196714728,0.493,0.598,1,"MYR1",0.702473967451188
"366","TGME49-213610",0.0398630575074134,-0.0845089483561016,0.417,0.502,1,"MYR1",0.708869170494214
"367","TGME49-202900",0.0398636458219894,-0.0879839651330862,0.282,0.354,1,"MYR1",0.708869170494214
"368","TGME49-320130",0.0400826170743274,-0.0872341769957307,0.437,0.507,1,"MYR1",0.708869170494214
"369","TGME49-301218",0.0404453402534235,-0.0390247594903873,0.042,0.083,1,"MYR1",0.708869170494214
"370","TGME49-232370",0.0404453402534235,-0.0390247594903873,0.042,0.083,1,"MYR1",0.708869170494214
"371","TGME49-271888",0.0404453402534235,-0.0390247594903873,0.042,0.083,1,"MYR1",0.708869170494214
"372","TGME49-228380",0.0404453402534235,-0.0390247594903873,0.042,0.083,1,"MYR1",0.708869170494214
"373","TGME49-294430",0.0405555935653193,-0.0602776942833259,0.087,0.14,1,"MYR1",0.708869170494214
"374","TGME49-292310",0.0405563820965024,-0.0575944813839737,0.09,0.144,1,"MYR1",0.708869170494214
"375","TGME49-291150",0.0410114040183779,-0.0558669131759512,0.121,0.183,1,"MYR1",0.710340677933252
"376","TGME49-215090",0.0410385914394084,-0.0592470255342403,0.13,0.192,1,"MYR1",0.710340677933252
"377","TGME49-240280",0.041127901683365,-0.0787584614126515,0.397,0.493,1,"MYR1",0.710340677933252
"378","TGME49-304760",0.0411639690138113,-0.0734372728465099,0.394,0.502,1,"MYR1",0.710340677933252
"379","TGME49-310380",0.0412320855291808,-0.0706328851064977,0.251,0.332,1,"MYR1",0.710340677933252
"380","TGME49-226980",0.0415730948847777,-0.0463623352249691,0.98,0.987,1,"MYR1",0.710340677933252
"381","TGME49-261650",0.0417877255832897,-0.0655496283618373,0.146,0.21,1,"MYR1",0.710340677933252
"382","TGME49-225360",0.0420257618376279,-0.0756316094428094,0.135,0.192,1,"MYR1",0.710340677933252
"383","TGME49-254380",0.0420813796375969,-0.0749146467295778,0.231,0.306,1,"MYR1",0.710340677933252
"384","TGME49-205460",0.0422099192784304,-0.0718552717595171,0.313,0.402,1,"MYR1",0.710340677933252
"385","TGME49-207750",0.0422877500002364,-0.0916482178374917,0.561,0.659,1,"MYR1",0.710340677933252
"386","TGME49-242700",0.0423888783169126,-0.079226753480862,0.208,0.279,1,"MYR1",0.710340677933252
"387","TGME49-269910",0.0423973790230834,-0.0598648438944281,0.099,0.153,1,"MYR1",0.710340677933252
"388","TGME49-213300",0.0424155716578116,-0.0437756631014065,0.062,0.109,1,"MYR1",0.710340677933252
"389","TGME49-268740",0.0424679285486243,-0.0812669155346588,0.363,0.459,1,"MYR1",0.710340677933252
"390","TGME49-269410",0.0425476102482267,-0.0376288513565719,0.039,0.079,1,"MYR1",0.710340677933252
"391","TGME49-244320",0.0425916757217359,0.0163926537906813,1,1,1,"MYR1",0.710340677933252
"392","TGME49-308093",0.042596534457677,0.092092687658432,0.679,0.559,1,"MYR1",0.710340677933252
"393","TGME49-236780",0.0428434498856143,-0.0577421413997117,0.13,0.192,1,"MYR1",0.711569286951173
"394","TGME49-267460",0.0429896400212998,0.0470334959959676,0.087,0.044,1,"MYR1",0.711569286951173
"395","TGME49-208740",0.0432335490405649,0.0908283929753144,0.279,0.201,1,"MYR1",0.711569286951173
"396","TGME49-235478",0.0432984735814787,-0.056733022536031,0.132,0.197,1,"MYR1",0.711569286951173
"397","TGME49-260320",0.0433342067599005,-0.0506257344529893,0.073,0.122,1,"MYR1",0.711569286951173
"398","TGME49-223500",0.0434512075390805,-0.0583796644015633,0.115,0.175,1,"MYR1",0.711569286951173
"399","TGME49-312300",0.0435204707310409,0.0495553862035989,0.104,0.057,1,"MYR1",0.711569286951173
"400","TGME49-209730",0.0435410302555407,-0.0663938108266824,0.146,0.21,1,"MYR1",0.711569286951173
"401","TGME49-283780",0.0439691513651614,-0.0810553510043646,0.625,0.712,1,"MYR1",0.715180595632298
"402","TGME49-236670",0.0440314059541843,-0.058324935244953,0.099,0.153,1,"MYR1",0.715180595632298
"403","TGME49-218780",0.0442872984705099,-0.0589316809213383,0.918,0.895,1,"MYR1",0.715180595632298
"404","TGME49-310710",0.0445593245388329,-0.0667452596786767,0.276,0.367,1,"MYR1",0.715180595632298
"405","TGME49-226050",0.0445752775713685,-0.081018366415896,0.321,0.402,1,"MYR1",0.715180595632298
"406","TGME49-250955",0.0446341633599166,-0.0362262673816344,0.037,0.074,1,"MYR1",0.715180595632298
"407","TGME49-204315",0.0446341633599166,-0.0362262673816344,0.037,0.074,1,"MYR1",0.715180595632298
"408","TGME49-314080",0.0446372469049989,-0.0632513348186943,0.87,0.913,1,"MYR1",0.715180595632298
"409","TGME49-245640",0.0448218087302264,0.135952239710511,0.397,0.328,1,"MYR1",0.716381818262812
"410","TGME49-277260",0.0451704486295601,-0.0270923717998781,1,1,1,"MYR1",0.72019322607667
"411","TGME49-200700",0.0456096653380718,-0.0450124620462689,0.056,0.1,1,"MYR1",0.721859484018075
"412","TGME49-263260",0.0456273561642803,-0.0857969380962654,0.637,0.694,1,"MYR1",0.721859484018075
"413","TGME49-244060",0.0456909855433958,0.077456711413854,0.234,0.17,1,"MYR1",0.721859484018075
"414","TGME49-281580",0.0457166630539212,-0.0732722106657812,0.259,0.336,1,"MYR1",0.721859484018075
"415","TGME49-240270",0.0466673498377236,-0.0348169588929918,0.034,0.07,1,"MYR1",0.735095098528191
"416","TGME49-295450",0.0469400486970705,0.0896343874344451,0.682,0.629,1,"MYR1",0.737613217146034
"417","TGME49-306620",0.0471892536433634,-0.05358676502787,0.101,0.157,1,"MYR1",0.738093456568546
"418","TGME49-296010",0.0474928395784604,0.0804129709096303,0.521,0.441,1,"MYR1",0.738093456568546
"419","TGME49-277880",0.047590916516992,-0.0570359440620874,0.096,0.148,1,"MYR1",0.738093456568546
"420","TGME49-215020",0.0476363327195096,-0.0443563954979292,0.073,0.122,1,"MYR1",0.738093456568546
"421","TGME49-290180",0.0476681068435872,-0.0679461588074602,0.321,0.41,1,"MYR1",0.738093456568546
"422","TGME49-217580",0.0477152062267791,-0.0760821351282517,0.499,0.572,1,"MYR1",0.738093456568546
"423","TGME49-275320",0.0477609808977352,-0.0766453606430975,0.462,0.555,1,"MYR1",0.738093456568546
"424","TGME49-248810",0.0484641337452619,-0.042847165673181,0.054,0.096,1,"MYR1",0.745722647092625
"425","TGME49-232360",0.0484935464792399,0.0347119442075906,0.062,0.026,1,"MYR1",0.745722647092625
"426","TGME49-268210",0.0485968865934616,-0.0334008767373946,0.031,0.066,1,"MYR1",0.745722647092625
"427","TGME49-258820",0.0489953635371714,0.0557138386427962,0.983,0.969,1,"MYR1",0.746894183862416
"428","TGME49-207020",0.0494199678804907,0.0537695831608021,0.158,0.1,1,"MYR1",0.746894183862416
"429","TGME49-229250",0.0496511919734459,0.0165028716245414,1,1,1,"MYR1",0.746894183862416
"430","TGME49-210310",0.049690720615334,-0.0404542103880454,0.054,0.096,1,"MYR1",0.746894183862416
"431","TGME49-261230",0.049690720615334,-0.0404542103880454,0.054,0.096,1,"MYR1",0.746894183862416
"432","TGME49-232550",0.0501231138426893,0.0459545917706259,0.969,0.978,1,"MYR1",0.746894183862416
"433","TGME49-227630",0.0502294716999652,0.0322052652651899,0.062,0.026,1,"MYR1",0.746894183862416
"434","TGME49-218820",0.0503440257238593,-0.0275332904494991,1,1,1,"MYR1",0.746894183862416
"435","TGME49-224610",0.0503822712784324,-0.0751198964490178,0.203,0.271,1,"MYR1",0.746894183862416
"436","TGME49-315760",0.0504052578213587,-0.055299935200453,0.113,0.17,1,"MYR1",0.746894183862416
"437","TGME49-228010",0.0507527603018435,-0.0767667489300675,0.321,0.397,1,"MYR1",0.746894183862416
"438","TGME49-313980",0.0507812582123831,-0.0695497260756205,0.287,0.376,1,"MYR1",0.746894183862416
"439","TGME49-258240",0.0508676877269792,-0.0660474669479489,0.22,0.297,1,"MYR1",0.746894183862416
"440","TGME49-314860",0.0509643858237904,-0.0773381115049694,0.358,0.424,1,"MYR1",0.746894183862416
"441","TGME49-289640",0.0510554274385147,-0.0652355686744867,0.27,0.354,1,"MYR1",0.746894183862416
"442","TGME49-281910",0.0514011830384161,-0.0616695668725795,0.18,0.249,1,"MYR1",0.746894183862416
"443","TGME49-307800",0.0517287936114305,-0.0524167067608291,0.152,0.218,1,"MYR1",0.746894183862416
"444","TGME49-275990",0.0518121792630716,-0.0536345397908561,0.121,0.179,1,"MYR1",0.746894183862416
"445","TGME49-262710",0.0518361727809435,-0.0424958280571295,0.992,0.991,1,"MYR1",0.746894183862416
"446","TGME49-205380",0.0518379057050343,-0.0517142863899507,0.955,0.969,1,"MYR1",0.746894183862416
"447","TGME49-276155",0.051853673400664,-0.0305481923727824,0.025,0.057,1,"MYR1",0.746894183862416
"448","TGME49-278910",0.051853673400664,-0.0305481923727824,0.025,0.057,1,"MYR1",0.746894183862416
"449","TGME49-249250",0.0519168791775251,0.00781171429036487,1,1,1,"MYR1",0.746894183862416
"450","TGME49-254635",0.0520099391409379,-0.0479484286490559,0.068,0.114,1,"MYR1",0.746894183862416
"451","TGME49-256900",0.0520864214145838,-0.0247593221145112,0.014,0.039,1,"MYR1",0.746894183862416
"452","TGME49-250730",0.0521986232409883,-0.0763483848577099,0.758,0.795,1,"MYR1",0.746894183862416
"453","TGME49-310390",0.052571992220397,-0.0810512757484627,0.538,0.659,1,"MYR1",0.746894183862416
"454","TGME49-220380",0.0525892544212407,-0.0529466887869722,0.079,0.127,1,"MYR1",0.746894183862416
