"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","target","p_val_bh"
"2454","TGME49-214900",0.365757036341069,-0.0341040372108241,0.265,0.301,1,"MYR1",0.973114903637194
"2455","TGME49-225480",0.365821127187092,0.0369524842690953,0.189,0.162,1,"MYR1",0.973114903637194
"2456","TGME49-243790",0.366016006885782,-0.0248701782162036,0.327,0.376,1,"MYR1",0.973114903637194
"2457","TGME49-221950",0.366474342953146,-0.0322171771425563,0.383,0.437,1,"MYR1",0.973114903637194
"2458","TGME49-207920",0.366724707888583,0.0162513970896707,0.082,0.061,1,"MYR1",0.973114903637194
"2459","TGME49-254135",0.36683409464843,-0.0228073401209825,0.099,0.122,1,"MYR1",0.973114903637194
"2460","TGME49-260650",0.367143139609275,-0.0200319427197853,0.225,0.266,1,"MYR1",0.973114903637194
"2461","TGME49-238050",0.367175526459725,-0.0357731758522126,0.648,0.672,1,"MYR1",0.973114903637194
"2462","TGME49-242435",0.367362623716878,-0.0237210523421492,0.118,0.144,1,"MYR1",0.973114903637194
"2463","TGME49-294890",0.367413030140406,-0.0418290818384823,0.476,0.524,1,"MYR1",0.973114903637194
"2464","TGME49-241860",0.367525247509162,0.031710823133949,0.146,0.122,1,"MYR1",0.973114903637194
"2465","TGME49-214240",0.367590883998054,-0.0403549575427847,0.346,0.38,1,"MYR1",0.973114903637194
"2466","TGME49-285140",0.367656669900186,0.0264347715020384,0.192,0.162,1,"MYR1",0.973114903637194
"2467","TGME49-301290",0.367783637017009,0.0153153152416002,0.051,0.035,1,"MYR1",0.973114903637194
"2468","TGME49-202430",0.367783637017009,0.0153153152416002,0.051,0.035,1,"MYR1",0.973114903637194
"2469","TGME49-271760",0.367783637017009,0.0153153152416002,0.051,0.035,1,"MYR1",0.973114903637194
"2470","TGME49-234670",0.367783637017009,0.0153153152416002,0.051,0.035,1,"MYR1",0.973114903637194
"2471","TGME49-205570",0.367969024839557,0.0563400829359529,0.425,0.424,1,"MYR1",0.973114903637194
"2472","TGME49-246720",0.368117178491556,0.0452615197113423,0.397,0.362,1,"MYR1",0.973114903637194
"2473","TGME49-313970",0.368137242878198,0.0377092017892654,0.237,0.21,1,"MYR1",0.973114903637194
"2474","TGME49-283810",0.368408037361399,0.0341582009196325,0.161,0.135,1,"MYR1",0.973274476560564
"2475","TGME49-249660",0.3685115588542,-0.0154860853950846,0.082,0.105,1,"MYR1",0.973274476560564
"2476","TGME49-283585",0.368683936578576,-0.0233026365000914,0.231,0.271,1,"MYR1",0.973274476560564
"2477","TGME49-300660",0.368793158702848,0.0202591251806657,0.161,0.131,1,"MYR1",0.973274476560564
"2478","TGME49-228490",0.369493837993349,-0.0405860831483426,0.608,0.659,1,"MYR1",0.974470891238143
"2479","TGME49-275802",0.370107021519818,-0.034133521473112,0.577,0.616,1,"MYR1",0.974470891238143
"2480","TGME49-227440",0.370168294781392,-0.0261172996704906,0.256,0.297,1,"MYR1",0.974470891238143
"2481","TGME49-289560",0.370354849989873,-0.0336307161070277,0.476,0.528,1,"MYR1",0.974470891238143
"2482","TGME49-292160",0.37037447898109,-0.0374103717265227,0.406,0.445,1,"MYR1",0.974470891238143
"2483","TGME49-289680",0.370386102865991,0.0382249904269384,0.668,0.655,1,"MYR1",0.974470891238143
"2484","TGME49-211090",0.370869291763043,0.0331489836505147,0.296,0.262,1,"MYR1",0.974470891238143
"2485","TGME49-217760",0.371010420228387,0.0413762747100757,0.296,0.271,1,"MYR1",0.974470891238143
"2486","TGME49-321610",0.371035344698139,-0.0121572187195045,0.023,0.035,1,"MYR1",0.974470891238143
"2487","TGME49-210245",0.371035344698139,-0.0121572187195045,0.023,0.035,1,"MYR1",0.974470891238143
"2488","TGME49-263490",0.371035344698139,-0.0121572187195045,0.023,0.035,1,"MYR1",0.974470891238143
"2489","TGME49-245480",0.371035344698139,-0.0121572187195045,0.023,0.035,1,"MYR1",0.974470891238143
"2490","TGME49-203280",0.371413719351805,-0.0308321351264379,0.408,0.467,1,"MYR1",0.975072884900703
"2491","TGME49-311680",0.371729232007342,0.031541914836855,0.893,0.878,1,"MYR1",0.975509429800077
"2492","TGME49-235640",0.372312806006971,-0.0236425738514425,0.087,0.109,1,"MYR1",0.975623802675055
"2493","TGME49-226920",0.37235172366944,-0.0175976519422102,0.18,0.214,1,"MYR1",0.975623802675055
"2494","TGME49-320030",0.373037039349413,0.0579221585857002,0.203,0.179,1,"MYR1",0.975623802675055
"2495","TGME49-254530",0.373232240428803,-0.0195669761302614,0.079,0.1,1,"MYR1",0.975623802675055
"2496","TGME49-315930",0.373493103013469,0.0379921261402199,0.969,0.93,1,"MYR1",0.975623802675055
"2497","TGME49-290630",0.373495816992038,-0.0311439326142516,0.141,0.166,1,"MYR1",0.975623802675055
"2498","TGME49-275670",0.373574114710237,0.0525566656586917,0.355,0.328,1,"MYR1",0.975623802675055
"2499","TGME49-262510",0.373817545932389,-0.0228265992259459,0.087,0.109,1,"MYR1",0.975623802675055
"2500","TGME49-207040",0.373817545932389,-0.0228265992259459,0.087,0.109,1,"MYR1",0.975623802675055
"2501","TGME49-238490",0.373864511290261,-0.0298951965288308,0.228,0.271,1,"MYR1",0.975623802675055
"2502","TGME49-224845",0.374008148286214,-0.0136644350297294,0.082,0.105,1,"MYR1",0.975623802675055
"2503","TGME49-300060",0.37406614711999,0.0377744338817279,0.623,0.576,1,"MYR1",0.975623802675055
"2504","TGME49-210280",0.374439990096702,-0.0354822771758252,0.282,0.319,1,"MYR1",0.975623802675055
"2505","TGME49-201700",0.3745344659577,-0.0350455160218037,0.563,0.598,1,"MYR1",0.975623802675055
"2506","TGME49-299050",0.374989631697347,-0.00402626617920143,1,1,1,"MYR1",0.975623802675055
"2507","TGME49-319500",0.376057695776953,-0.0276721988747121,0.208,0.24,1,"MYR1",0.975623802675055
"2508","TGME49-276210",0.376126276725549,-0.0405740128429052,0.33,0.358,1,"MYR1",0.975623802675055
"2509","TGME49-310860",0.376236265518282,-0.0308999632922196,0.538,0.598,1,"MYR1",0.975623802675055
"2510","TGME49-208340",0.376290813641544,-0.0324028890077458,0.425,0.489,1,"MYR1",0.975623802675055
"2511","TGME49-300611",0.376399225072788,0.0339671785278338,0.268,0.236,1,"MYR1",0.975623802675055
"2512","TGME49-315220",0.37700986687432,0.0699281766856909,0.315,0.293,1,"MYR1",0.975623802675055
"2513","TGME49-293420",0.377260807335762,0.010553776332337,0.011,0.004,1,"MYR1",0.975623802675055
"2514","TGME49-276920",0.37733342089372,-0.0401097928259594,0.499,0.537,1,"MYR1",0.975623802675055
"2515","TGME49-215750",0.377456175846998,-0.0229067702786833,0.087,0.109,1,"MYR1",0.975623802675055
"2516","TGME49-320690",0.37791256852021,-0.036563985774094,0.459,0.493,1,"MYR1",0.975623802675055
"2517","TGME49-251460",0.378001287366197,-0.0411844700868169,0.344,0.376,1,"MYR1",0.975623802675055
"2518","TGME49-220250",0.378068798707243,-0.0261643534770468,0.82,0.83,1,"MYR1",0.975623802675055
"2519","TGME49-252430",0.378476698107166,-0.0286281140920862,0.307,0.349,1,"MYR1",0.975623802675055
"2520","TGME49-219720",0.378700640074502,0.0288615237685474,0.386,0.341,1,"MYR1",0.975623802675055
"2521","TGME49-238190",0.378914771467803,-0.0163588996774987,0.234,0.279,1,"MYR1",0.975623802675055
"2522","TGME49-273670",0.379153425089764,-0.0278627716146603,0.161,0.188,1,"MYR1",0.975623802675055
"2523","TGME49-250340",0.379376849999135,0.0382683183873027,0.831,0.786,1,"MYR1",0.975623802675055
"2524","TGME49-263580",0.379579347104439,0.0211790366850544,0.13,0.105,1,"MYR1",0.975623802675055
"2525","TGME49-244165",0.379825461413257,0.0141323841854423,0.045,0.031,1,"MYR1",0.975623802675055
"2526","TGME49-248550",0.379825461413257,0.0141323841854423,0.045,0.031,1,"MYR1",0.975623802675055
"2527","TGME49-215210",0.380066979839614,-0.0286096307529204,0.183,0.214,1,"MYR1",0.975623802675055
"2528","TGME49-290030",0.380261542815156,0.0133197946590562,0.989,0.983,1,"MYR1",0.975623802675055
"2529","TGME49-252270",0.38032901178736,-0.0270590796814374,0.228,0.262,1,"MYR1",0.975623802675055
"2530","TGME49-253090",0.380555388686856,-0.0237018621702152,0.245,0.284,1,"MYR1",0.975623802675055
"2531","TGME49-285830",0.380565246052323,-0.032239832789545,0.197,0.227,1,"MYR1",0.975623802675055
"2532","TGME49-214230",0.380591611018648,0.0310085106644231,0.175,0.148,1,"MYR1",0.975623802675055
"2533","TGME49-270200",0.380855553372506,0.0290252188845491,0.124,0.1,1,"MYR1",0.975623802675055
"2534","TGME49-296231",0.380954364440686,-0.0181629706590323,0.09,0.114,1,"MYR1",0.975623802675055
"2535","TGME49-249810",0.381351437802817,-0.0247855093668121,0.451,0.52,1,"MYR1",0.975623802675055
"2536","TGME49-263335",0.38146928080169,-0.027643266841568,0.115,0.14,1,"MYR1",0.975623802675055
"2537","TGME49-247930",0.381727499289015,-0.0270446550057826,0.104,0.127,1,"MYR1",0.975623802675055
"2538","TGME49-254480",0.381817742210226,-0.038204172221559,0.318,0.354,1,"MYR1",0.975623802675055
"2539","TGME49-237200",0.381843047512626,0.0405275425256625,0.575,0.563,1,"MYR1",0.975623802675055
"2540","TGME49-306470",0.381873190587825,-0.0251929155051417,0.223,0.258,1,"MYR1",0.975623802675055
"2541","TGME49-249670",0.381930161994977,0.0316418633206883,0.868,0.847,1,"MYR1",0.975623802675055
"2542","TGME49-206360",0.381996133086856,-0.0201924670581343,0.169,0.201,1,"MYR1",0.975623802675055
"2543","TGME49-288845",0.382040958221135,-0.0335425110469177,0.327,0.362,1,"MYR1",0.975623802675055
"2544","TGME49-305810",0.382458517866625,-0.0368785511413297,0.451,0.502,1,"MYR1",0.975623802675055
"2545","TGME49-224650",0.382472804788522,0.0301858171461078,0.161,0.135,1,"MYR1",0.975623802675055
"2546","TGME49-291320",0.383501445495766,0.0172852131152249,0.07,0.052,1,"MYR1",0.975623802675055
"2547","TGME49-216850",0.383501445495766,0.0172852131152249,0.07,0.052,1,"MYR1",0.975623802675055
"2548","TGME49-254940",0.383571811648353,0.0408381754283733,0.721,0.707,1,"MYR1",0.975623802675055
"2549","TGME49-270610",0.383899661387143,-0.0163096903509966,0.034,0.048,1,"MYR1",0.975623802675055
"2550","TGME49-313330",0.383917726195914,-0.0276054434992318,0.096,0.118,1,"MYR1",0.975623802675055
"2551","TGME49-224090",0.38421253662664,-0.0246659438005761,0.206,0.236,1,"MYR1",0.975623802675055
"2552","TGME49-316710",0.384315371687931,-0.0399333387426015,0.837,0.86,1,"MYR1",0.975623802675055
"2553","TGME49-216055",0.384565131977655,-0.0405597555615403,0.285,0.314,1,"MYR1",0.975623802675055
"2554","TGME49-221310",0.384650625631397,0.0198710814922177,0.09,0.07,1,"MYR1",0.975623802675055
"2555","TGME49-209140",0.384691796958075,-0.0348047042593896,0.603,0.642,1,"MYR1",0.975623802675055
"2556","TGME49-278800",0.384841767800175,-0.0348381106225049,0.496,0.52,1,"MYR1",0.975623802675055
"2557","TGME49-254440",0.384879677608975,0.00728805657817011,1,1,1,"MYR1",0.975623802675055
"2558","TGME49-203830",0.385604327302859,-0.0206493296430077,0.293,0.336,1,"MYR1",0.975623802675055
"2559","TGME49-233480",0.385678705681803,-0.0104918661118178,0.997,1,1,"MYR1",0.975623802675055
"2560","TGME49-264090",0.38575988123668,-0.0286250750458643,0.124,0.148,1,"MYR1",0.975623802675055
"2561","TGME49-294270",0.386002276698063,0.0405414396350438,0.237,0.214,1,"MYR1",0.975623802675055
"2562","TGME49-248150",0.386612448022384,-0.0255901589601634,0.124,0.148,1,"MYR1",0.975623802675055
"2563","TGME49-267520",0.386758764614854,-0.0171231101049884,0.056,0.074,1,"MYR1",0.975623802675055
"2564","TGME49-258870",0.386887711075454,-0.0393079473296238,0.744,0.782,1,"MYR1",0.975623802675055
"2565","TGME49-240970",0.387111206230899,0.0273447863222428,0.223,0.192,1,"MYR1",0.975623802675055
"2566","TGME49-226960",0.387171224125344,0.0322147990559678,0.792,0.79,1,"MYR1",0.975623802675055
"2567","TGME49-202940",0.387336201863339,0.0286379661080777,0.637,0.616,1,"MYR1",0.975623802675055
"2568","TGME49-224935",0.387425877811426,-0.0159166237953908,0.121,0.148,1,"MYR1",0.975623802675055
"2569","TGME49-211280",0.387791234197477,0.0163926619483124,0.07,0.052,1,"MYR1",0.975623802675055
"2570","TGME49-209970",0.387845055266124,-0.0207332572282873,0.22,0.258,1,"MYR1",0.975623802675055
"2571","TGME49-275810",0.387895246381401,0.0060729678761593,1,1,1,"MYR1",0.975623802675055
"2572","TGME49-225200",0.388241809903252,0.0424560739225552,0.434,0.389,1,"MYR1",0.975623802675055
"2573","TGME49-232300",0.388464013044676,-0.00805313355518988,1,1,1,"MYR1",0.975623802675055
"2574","TGME49-202550",0.388738073893001,0.0145444868647408,0.039,0.026,1,"MYR1",0.975623802675055
"2575","TGME49-247370",0.388738073893001,0.0145444868647408,0.039,0.026,1,"MYR1",0.975623802675055
"2576","TGME49-293390",0.388756199440797,-0.0306696937903536,0.203,0.231,1,"MYR1",0.975623802675055
"2577","TGME49-262900",0.388788459485601,-0.0138396942132912,0.034,0.048,1,"MYR1",0.975623802675055
"2578","TGME49-227270",0.388788459485601,-0.0138396942132912,0.034,0.048,1,"MYR1",0.975623802675055
"2579","TGME49-226068",0.388977497182607,-0.0400847995675938,0.496,0.528,1,"MYR1",0.975623802675055
"2580","TGME49-318230",0.389050295428814,-0.0193075227343531,0.983,0.991,1,"MYR1",0.975623802675055
"2581","TGME49-246520",0.389184621214581,-0.0216275901127769,0.127,0.153,1,"MYR1",0.975623802675055
"2582","TGME49-233870",0.389240618911617,-0.0206771620534582,0.166,0.197,1,"MYR1",0.975623802675055
"2583","TGME49-218830",0.389268612497258,-0.0256392873947579,0.132,0.157,1,"MYR1",0.975623802675055
"2584","TGME49-297140",0.389334704223924,-0.0355207783394144,0.501,0.568,1,"MYR1",0.975623802675055
"2585","TGME49-257760",0.389526822118184,-0.0232276335230095,0.163,0.192,1,"MYR1",0.975623802675055
"2586","TGME49-270810",0.389704103912321,0.021241095788329,0.177,0.148,1,"MYR1",0.975623802675055
"2587","TGME49-249380",0.389886668949577,0.041675606206199,0.532,0.515,1,"MYR1",0.975623802675055
"2588","TGME49-203600",0.390249354003881,-0.024256255253895,0.932,0.948,1,"MYR1",0.975623802675055
"2589","TGME49-289740",0.390818206740161,-0.0146853039706406,0.121,0.148,1,"MYR1",0.975623802675055
"2590","TGME49-267020",0.390921742924771,0.00761666183660781,0.177,0.148,1,"MYR1",0.975623802675055
"2591","TGME49-297960",0.39125792076171,0.0510752253525506,0.394,0.362,1,"MYR1",0.975623802675055
"2592","TGME49-219710",0.39130668371593,-0.0183727876504609,0.29,0.332,1,"MYR1",0.975623802675055
"2593","TGME49-320680",0.391317785546068,-0.0154947696773227,0.045,0.061,1,"MYR1",0.975623802675055
"2594","TGME49-320150",0.391362596937244,0.0129414403553407,0.039,0.026,1,"MYR1",0.975623802675055
"2595","TGME49-288310",0.391362596937244,0.0129414403553407,0.039,0.026,1,"MYR1",0.975623802675055
"2596","TGME49-313677",0.391362596937244,0.0129414403553407,0.039,0.026,1,"MYR1",0.975623802675055
"2597","TGME49-253600",0.391622253400231,0.0269972499089063,0.166,0.14,1,"MYR1",0.975623802675055
"2598","TGME49-201900",0.391635273606688,0.0289304432717615,0.203,0.175,1,"MYR1",0.975623802675055
"2599","TGME49-231210",0.391739629856873,0.0379722413291554,0.358,0.328,1,"MYR1",0.975623802675055
"2600","TGME49-305180",0.391805119765841,0.0357142037276278,0.4,0.367,1,"MYR1",0.975623802675055
"2601","TGME49-228330",0.392068605068621,-0.0265397368607449,0.141,0.166,1,"MYR1",0.975623802675055
"2602","TGME49-247730",0.392205227740659,-0.0255450209093195,0.279,0.319,1,"MYR1",0.975623802675055
"2603","TGME49-277940",0.392239245749413,-0.0202457857171459,0.386,0.45,1,"MYR1",0.975623802675055
"2604","TGME49-321360",0.392317500917471,-0.0337382092774224,0.586,0.638,1,"MYR1",0.975623802675055
"2605","TGME49-319570",0.392945120406497,-0.0338216025179483,0.628,0.677,1,"MYR1",0.975623802675055
"2606","TGME49-208590",0.393190743648171,-0.0346681797363796,0.682,0.734,1,"MYR1",0.975623802675055
"2607","TGME49-286230",0.39344912585609,-0.0374039975894474,0.225,0.249,1,"MYR1",0.975623802675055
"2608","TGME49-289980",0.393459462384028,0.0340339868482243,0.532,0.507,1,"MYR1",0.975623802675055
"2609","TGME49-232120",0.393488312043438,-0.0239907168814221,0.183,0.214,1,"MYR1",0.975623802675055
"2610","TGME49-242720",0.393676088209073,-0.0325485632393202,0.268,0.301,1,"MYR1",0.975623802675055
"2611","TGME49-224000",0.393723514385996,-0.017327645638415,0.132,0.162,1,"MYR1",0.975623802675055
"2612","TGME49-239300",0.393741791575739,0.0217193498018851,0.11,0.087,1,"MYR1",0.975623802675055
"2613","TGME49-240690",0.393880573828273,-0.0150682092703947,0.986,0.987,1,"MYR1",0.975623802675055
"2614","TGME49-215530",0.394470326755165,0.0206528363638956,1,1,1,"MYR1",0.975623802675055
"2615","TGME49-209250",0.394595831133403,0.0554773565881278,0.465,0.445,1,"MYR1",0.975623802675055
"2616","TGME49-275780",0.394735147800444,0.0241563114222834,0.118,0.096,1,"MYR1",0.975623802675055
"2617","TGME49-311905",0.395075835281782,-0.0188871172092301,0.076,0.096,1,"MYR1",0.975623802675055
"2618","TGME49-277010",0.395075835281782,-0.0188871172092301,0.076,0.096,1,"MYR1",0.975623802675055
"2619","TGME49-300330",0.395589277333358,-0.017485069870443,0.138,0.166,1,"MYR1",0.975623802675055
"2620","TGME49-235398",0.395755093246593,0.0283276217823207,0.307,0.271,1,"MYR1",0.975623802675055
"2621","TGME49-218730",0.396608593392024,-0.0247645708999242,0.465,0.533,1,"MYR1",0.975623802675055
"2622","TGME49-215160",0.397014215554835,-0.0310054064731138,0.656,0.699,1,"MYR1",0.975623802675055
"2623","TGME49-202730",0.397141661097742,0.0290471930624818,0.2,0.175,1,"MYR1",0.975623802675055
"2624","TGME49-238150",0.397498142203772,0.0324970231895845,0.797,0.769,1,"MYR1",0.975623802675055
"2625","TGME49-225125",0.397558434681818,-0.0299158452103398,0.254,0.288,1,"MYR1",0.975623802675055
"2626","TGME49-258860",0.397833448223387,-0.0290521210988416,0.177,0.205,1,"MYR1",0.975623802675055
"2627","TGME49-259115",0.39810358519213,-0.0258248918735745,0.141,0.166,1,"MYR1",0.975623802675055
"2628","TGME49-234530",0.398392401657428,0.0374091419499111,0.479,0.472,1,"MYR1",0.975623802675055
"2629","TGME49-304900",0.398613973046205,0.0322643920437179,0.468,0.437,1,"MYR1",0.975623802675055
"2630","TGME49-262780",0.399069986714921,-0.0278896162974626,0.121,0.144,1,"MYR1",0.975623802675055
"2631","TGME49-255910",0.399109145122912,0.0229388290535131,0.132,0.109,1,"MYR1",0.975623802675055
"2632","TGME49-258920",0.399134551110073,-0.0215364379298015,0.192,0.223,1,"MYR1",0.975623802675055
"2633","TGME49-321420",0.399181376594646,0.0421262422663765,0.431,0.41,1,"MYR1",0.975623802675055
"2634","TGME49-267070",0.399230804698191,0.0440094028884597,0.569,0.524,1,"MYR1",0.975623802675055
"2635","TGME49-252210",0.399231403185569,-0.0352456690770488,0.465,0.528,1,"MYR1",0.975623802675055
"2636","TGME49-202830",0.399234899500664,-0.0223156202717867,0.992,0.996,1,"MYR1",0.975623802675055
"2637","TGME49-222400",0.399280839749406,-0.0328851266104421,0.363,0.402,1,"MYR1",0.975623802675055
"2638","TGME49-293370",0.39955278318116,-0.0200006740767213,0.29,0.341,1,"MYR1",0.975623802675055
"2639","TGME49-232260",0.399756540782771,0.0404750900695066,0.439,0.402,1,"MYR1",0.975623802675055
"2640","TGME49-294225",0.400066393673334,0.0332460662865146,0.33,0.301,1,"MYR1",0.975623802675055
"2641","TGME49-207065",0.400247917125403,-0.0351642583916497,0.31,0.341,1,"MYR1",0.975623802675055
"2642","TGME49-293600",0.400573013272099,-0.0263340683223687,0.293,0.332,1,"MYR1",0.975623802675055
"2643","TGME49-206300",0.400608481115447,-0.0226876911481348,0.144,0.17,1,"MYR1",0.975623802675055
"2644","TGME49-319930",0.400807972365106,-0.0273266870560451,0.189,0.218,1,"MYR1",0.975623802675055
"2645","TGME49-221440",0.400808046402478,-0.0242503048276831,0.172,0.201,1,"MYR1",0.975623802675055
"2646","TGME49-219550",0.400927455320712,-0.0168971165854952,0.896,0.9,1,"MYR1",0.975623802675055
"2647","TGME49-267500",0.401067133276326,0.0682155126897638,0.504,0.476,1,"MYR1",0.975623802675055
"2648","TGME49-221500",0.401084038922468,-0.0240343559067043,0.113,0.135,1,"MYR1",0.975623802675055
"2649","TGME49-223450",0.40115808685199,0.0180658760957222,0.085,0.066,1,"MYR1",0.975623802675055
"2650","TGME49-217890",0.401182619415366,-0.0180808113114987,0.997,1,1,"MYR1",0.975623802675055
"2651","TGME49-305460",0.401312498731089,-0.0296553382283768,0.642,0.738,1,"MYR1",0.975623802675055
"2652","TGME49-307020",0.401520730448287,0.0355271455952774,0.223,0.192,1,"MYR1",0.975623802675055
"2653","TGME49-228710",0.40180461017254,0.0117424016509625,0.034,0.022,1,"MYR1",0.975623802675055
"2654","TGME49-234180",0.402672908464377,-0.0210016787499698,0.324,0.38,1,"MYR1",0.975623802675055
"2655","TGME49-212960",0.403003729674765,-0.0300238280110742,0.349,0.389,1,"MYR1",0.975623802675055
"2656","TGME49-270510",0.403102325919411,-0.0263940427463769,0.989,0.991,1,"MYR1",0.975623802675055
"2657","TGME49-238995",0.403255078206499,0.0269805194952481,0.18,0.153,1,"MYR1",0.975623802675055
"2658","TGME49-269190",0.403622345089826,0.0205273463417806,0.882,0.878,1,"MYR1",0.975623802675055
"2659","TGME49-247400",0.403839570965789,-0.0829487220539962,0.27,0.293,1,"MYR1",0.975623802675055
"2660","TGME49-290910",0.403888921966104,-0.0319390873848575,0.31,0.345,1,"MYR1",0.975623802675055
"2661","TGME49-202290",0.403899848020674,0.0308211380280867,0.254,0.223,1,"MYR1",0.975623802675055
"2662","TGME49-229420",0.403903617288636,-0.0270005687945365,0.831,0.856,1,"MYR1",0.975623802675055
"2663","TGME49-309990",0.404196126515128,-0.0528854390063984,0.2,0.223,1,"MYR1",0.975623802675055
"2664","TGME49-215560",0.404303052608403,-0.0223515387787632,0.132,0.157,1,"MYR1",0.975623802675055
"2665","TGME49-226290",0.404483734080733,0.0525573722507499,0.569,0.559,1,"MYR1",0.975623802675055
"2666","TGME49-216480",0.404497565331306,-0.032897443050925,0.239,0.271,1,"MYR1",0.975623802675055
"2667","TGME49-315660",0.404558838430631,0.0248631199866879,0.127,0.105,1,"MYR1",0.975623802675055
"2668","TGME49-310450",0.404701237530908,0.038047431562622,0.259,0.231,1,"MYR1",0.975623802675055
"2669","TGME49-257090",0.405108703912458,-0.012014382826087,1,1,1,"MYR1",0.975623802675055
"2670","TGME49-246770",0.405384416775955,0.040891423857124,0.527,0.524,1,"MYR1",0.975623802675055
"2671","TGME49-297850",0.405600735520865,0.0276711717081634,0.234,0.205,1,"MYR1",0.975623802675055
"2672","TGME49-269660",0.406030712260904,-0.0183995271147172,0.268,0.31,1,"MYR1",0.975623802675055
"2673","TGME49-250850",0.406131799624285,-0.0198850976989412,0.245,0.284,1,"MYR1",0.975623802675055
"2674","TGME49-275460",0.406180790027096,-0.0286647188845441,0.189,0.218,1,"MYR1",0.975623802675055
"2675","TGME49-201220",0.406237214736828,0.0227244229749447,0.18,0.153,1,"MYR1",0.975623802675055
"2676","TGME49-307820",0.406257028531561,-0.0237076345197664,0.42,0.472,1,"MYR1",0.975623802675055
"2677","TGME49-219850",0.406278485618528,-0.0227116147013098,0.851,0.852,1,"MYR1",0.975623802675055
"2678","TGME49-231200",0.406494782139703,0.0250090805700011,0.113,0.092,1,"MYR1",0.975623802675055
"2679","TGME49-312330",0.406862216531153,-0.0219838274985418,0.144,0.17,1,"MYR1",0.975623802675055
"2680","TGME49-301300",0.406927722133429,0.0385523447486344,0.313,0.288,1,"MYR1",0.975623802675055
"2681","TGME49-258625",0.407100047824982,-0.0172952441564934,0.065,0.083,1,"MYR1",0.975623802675055
"2682","TGME49-227115",0.407455927745988,0.0232869657070193,0.113,0.092,1,"MYR1",0.975623802675055
"2683","TGME49-261080",0.407636964984892,-0.0267268470810862,0.29,0.328,1,"MYR1",0.975623802675055
"2684","TGME49-215040",0.407688696510647,-0.0347948149006932,0.304,0.332,1,"MYR1",0.975623802675055
"2685","TGME49-248570",0.407793987913735,-0.0260753636888972,0.082,0.1,1,"MYR1",0.975623802675055
"2686","TGME49-319350",0.407943795640323,-0.0296116668757698,0.814,0.825,1,"MYR1",0.975623802675055
"2687","TGME49-225220",0.407970473354157,0.0191694662555425,0.287,0.245,1,"MYR1",0.975623802675055
"2688","TGME49-277690",0.408435223684442,-0.0262399387460154,0.177,0.205,1,"MYR1",0.975623802675055
"2689","TGME49-220610",0.408565803648793,-0.016965864235046,0.341,0.402,1,"MYR1",0.975623802675055
"2690","TGME49-286750",0.409129501204599,0.036117472602252,0.6,0.581,1,"MYR1",0.975623802675055
"2691","TGME49-220910",0.409326840586234,0.0313984940115877,0.245,0.218,1,"MYR1",0.975623802675055
"2692","TGME49-226520",0.409453316209384,-0.037109090044093,0.541,0.59,1,"MYR1",0.975623802675055
"2693","TGME49-258670",0.410054390327373,0.0105351848409096,0.028,0.017,1,"MYR1",0.975623802675055
"2694","TGME49-224070",0.410110916571206,0.0257468128148448,0.141,0.118,1,"MYR1",0.975623802675055
"2695","TGME49-286190",0.41020054795993,0.0264055618631069,0.234,0.205,1,"MYR1",0.975623802675055
"2696","TGME49-259840",0.410254705189815,0.0212094355939805,0.132,0.109,1,"MYR1",0.975623802675055
"2697","TGME49-220930",0.411286356501553,0.0255647898486698,0.431,0.367,1,"MYR1",0.975623802675055
"2698","TGME49-234380",0.41138215826043,0.0737226505622206,0.535,0.515,1,"MYR1",0.975623802675055
"2699","TGME49-203820",0.411692927911603,0.0516457534708704,0.324,0.301,1,"MYR1",0.975623802675055
"2700","TGME49-213900",0.411783136596984,0.0341040741351603,0.499,0.467,1,"MYR1",0.975623802675055
"2701","TGME49-313430",0.411824316994022,-0.0297000787884489,0.259,0.293,1,"MYR1",0.975623802675055
"2702","TGME49-247485",0.411935946874578,-0.0177328089838828,0.211,0.249,1,"MYR1",0.975623802675055
"2703","TGME49-235690",0.413226883929665,0.0710103569179941,0.527,0.493,1,"MYR1",0.975623802675055
"2704","TGME49-241880",0.413432712715203,0.0421072205056957,0.493,0.502,1,"MYR1",0.975623802675055
"2705","TGME49-312470",0.413593827027895,-0.0350359059085362,0.49,0.55,1,"MYR1",0.975623802675055
"2706","TGME49-246040",0.413700413519732,-0.0294867585790669,0.172,0.197,1,"MYR1",0.975623802675055
"2707","TGME49-226650",0.413778998853458,-0.0292051133703324,0.479,0.537,1,"MYR1",0.975623802675055
"2708","TGME49-320090",0.413805267197952,-0.0381959974718971,0.392,0.415,1,"MYR1",0.975623802675055
"2709","TGME49-214080",0.413858311481437,0.0803491941205215,0.445,0.428,1,"MYR1",0.975623802675055
"2710","TGME49-225780",0.413904488511877,-0.0185309527762758,0.211,0.245,1,"MYR1",0.975623802675055
"2711","TGME49-286030",0.414039121397313,0.0248300844533336,0.127,0.105,1,"MYR1",0.975623802675055
"2712","TGME49-244000",0.414164812723717,-0.0287953660994395,0.265,0.297,1,"MYR1",0.975623802675055
"2713","TGME49-300220",0.414234871671292,0.0402498370008788,0.366,0.332,1,"MYR1",0.975623802675055
"2714","TGME49-224800",0.414330250913477,0.0374946169365017,0.363,0.341,1,"MYR1",0.975623802675055
